0,1
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-010b\g07-010b-09.png,here .
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-003u\a01-003u-10.png,"which would appear to "" prop up "" an out-"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003d\c03-003d-04.png,"ters to their background , which bring the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018j\g06-018j-00.png,"When the sailing season was past , he sent Pearl"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037b\g06-037b-08.png,of the numerous conventional remedies
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003a\c03-003a-02.png,and again and again it is the visual qualities
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042c\g06-042c-02.png,"6tic douloureux . As early as 1830 , when"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-132u\a01-132u-06.png,""" economic charges "" for welfare foods , Mr."
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042p\g06-042p-03.png,"be on the point of death , the new German curative"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-072u\a01-072u-06.png,to pay more - and increase taxation to do
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-063x\a01-063x-04.png,"German Foreign Minister , who is due in"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031j\g06-031j-07.png,"which must be had , will be a mass of"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021d\c03-021d-06.png,her hour of need . He shares her room and gives
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-026i\g06-026i-00.png,A pleasant life truly ! ... It so happens that I have
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-046b\f07-046b-02.png,a delicacy while Mediterranean peoples have a
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050p\g06-050p-03.png,"that he found Anglesey a strong , energetic man with a"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-081b\f07-081b-01.png,the gusto which they derive from gastronomy is intellectual
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031r\g06-031r-02.png,"tremble for my country ! I may be mistaken , 1tho' I"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-019a\f07-019a-00.png,"Epicures and gourmands , sated by the unending"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047j\g06-047j-02.png,year or two later as ' more like a God
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011h\g06-011h-09.png,particularly as the troops are very fine . '
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-117u\a01-117u-06.png,the unsmiling Mr. Powell . He demanded
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-021c\c03-021c-01.png,"old man . Here it is a young homosexual , estranged"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-014b\g07-014b-02.png,and his inventory has been preserved . The papers were reopened in
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031i\g06-031i-02.png,"for my country ! I may be mistaken , 1tho' I cannot but"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031k\g06-031k-08.png,may happen ... .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018g\g06-018g-01.png,"England , and returned to Rome for the winter . In late"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-043u\a01-043u-02.png,defended the appointment of a Negro as
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-007a\g07-007a-04.png,FAILED TO PERFORM THE MOST ELEMENTARY
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031o\g06-031o-01.png,tremble ! What infatuation ! Personally
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011n\g06-011n-03.png,health permitted him to enjoy
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018n\g06-018n-08.png,"against me , as there has been"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042b\g06-042b-06.png,homoeopathy had been brought to
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037e\g06-037e-07.png,subjected ever since the symptoms had first shown them-
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042p\g06-042p-01.png,"1960s , no cure has been found for the 6tic douloureux ."
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018p\g06-018p-05.png,"as there has been much rain and damp , but the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045p\g06-045p-06.png,Hahnemann .
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-075a\h07-075a-04.png,new town corporations have been able to offer a house
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-092b\f07-092b-02.png,turbot and to have been much more interested in the
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-043x\a01-043x-00.png,Informal talks at Lancaster House will resume
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031a\g06-031a-04.png,exasperation of the People will be so great at the
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045b\g06-045b-05.png,"success in France and Italy , and that"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-000b\g07-000b-02.png,throughout . He had no sooner heard from Count Gamba
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-051b\h07-051b-07.png,"ments and other public offices "" on the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031r\g06-031r-01.png,"infatuation ! Personally I am indifferent , but I really"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047h\g06-047h-04.png,unorthodox medical men in the cities of Europe .
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-094b\c03-094b-05.png,always comically grotesque ; they were not asked
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031a\g06-031a-06.png,"upon a dissolution , which must be had , will be"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-026b\g07-026b-07.png,"and having betrayed him , she had grown to"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018k\g06-018k-03.png,"usual ' , but hoped , he told Arthur , ' to find this"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047e\g06-047e-02.png,"upon earth than a human being ' , had an increasing number"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-019a\f07-019a-01.png,procession of dishes from those mammoth kitchens
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-049u\a01-049u-10.png,to Mr. Kennedy saying he had received
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047m\g06-047m-08.png,consulted in May 1834 .
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-033a\h07-033a-00.png,This control over lettings also secures a
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047j\g06-047j-08.png,consulted in May 1834 .
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007c\c03-007c-04.png,the public monuments and the rubbish strewn
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-024b\f07-024b-03.png,Achilles gave a royal feast the principal
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-094a\c03-094a-05.png,"law , always comically grotesque ; they were"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-018a\g07-018a-10.png,"deeply he had disapproved , less than two years"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003b\c03-003b-06.png,"the director , Mr. Joshua Logan , attempted but failed"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011o\g06-011o-01.png,in Naples . He told Cloncurry that he enjoyed it as
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045i\g06-045i-05.png,"doctor who had studied under its founder , the aged"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047o\g06-047o-05.png,unorthodox medical men in the cities
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018h\g06-018h-07.png,a fire ... .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050d\g06-050d-03.png,and his symptoms . He told Hahnemann that he found
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011a\g06-011a-00.png,By the end of the month he still delighted in
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-087c\c03-087c-05.png,or not the attempt succeeded if we had a
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031b\g06-031b-03.png,"country ! I may be mistaken , 1tho' I cannot"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-132u\a01-132u-03.png,adjust the financing - which Mr. Powell
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-096f\c03-096f-01.png,explicably from appreciable motives . The
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018h\g06-018h-05.png,"there has been much rain and damp , but the"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050e\g06-050e-04.png,"man with a gentle and charming character , even-tempered"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-016c\c03-016c-02.png,girl lives in a single dingy room with her
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042c\g06-042c-00.png,"Nor is this to be wondered at , for even today , in"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-049x\a01-049x-08.png,Senator Robertson later disclosed he had sent a
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-096d\c03-096d-04.png,ineffectuality with which he had endowed
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-063b\h07-063b-09.png,at Hemel Hempstead and the Department of
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047c\g06-047c-03.png,"a human being ' , had an increasing number of"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-060b\h07-060b-03.png,"designed to meet the needs of particular organisations ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-049u\a01-049u-02.png,"television audience it was "" current"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-026u\a01-026u-02.png,there have been secret negotiations on
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050n\g06-050n-09.png,"patient and persevering , ' but he"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-018a\g07-018a-07.png,handsome person ' - his good manners and his perfect
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037g\g06-037g-03.png,While he was in Naples there had opened a new chapter in
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037r\g06-037r-01.png,"& that all may go well . Sir R. Peel was here , I"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050k\g06-050k-04.png,told Hahnemann that he found Anglesey a
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-022a\g07-022a-05.png,"is a pleasing , fine looking young man &"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-000e\c03-000e-02.png,Square Theatre tomorrow . It has been produced
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018o\g06-018o-03.png,"he was ' suffering as usual ' , but hoped ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037j\g06-037j-02.png,"was here , I understand , but an express took"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-044a\h07-044a-01.png,ture on town and neighbourhood shopping
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011b\g06-011b-07.png,"people , and what a busy town . At Rome ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-063u\a01-063u-03.png,"problem with Dr. Brentano , the West German"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-072u\a01-072u-02.png,answer is the once-and-for-all cash
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-049u\a01-049u-07.png,Virginia - met today in closed session to
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045m\g06-045m-04.png,cultivated with extraordinary success in
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-018a\g07-018a-08.png,"lack of pretension , he even succeeded in disarming"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-010b\g07-010b-06.png,"him . ' I have had put under Government seal his belongings ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-076a\f07-076a-10.png,"essentially French , and , irrespective of"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-037o\g06-037o-06.png,of Anglesey's unceasing search for an
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018p\g06-018p-00.png,"When the sailing season was past , he sent Pearl back to"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011k\g06-011k-06.png,"people , and what a busy town . At Rome , every"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047f\g06-047f-02.png,"than a human being ' , had an increasing number of disciples among"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047e\g06-047e-03.png,of disciples among unorthodox medical men in the cities of
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011h\g06-011h-08.png,"the soldier - a favourable change in my eye ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045e\g06-045e-01.png,"diplomatist Lord Ponsonby , had written to advise Anglesey"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-050j\g06-050j-09.png,cured . '
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031m\g06-031m-04.png,the People will be so great at the return of
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-094d\c03-094d-05.png,"Aubrey Richards , the father-in-law , always"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011a\g06-011a-08.png,1superceded by the soldier - a favourable change
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-014b\g07-014b-01.png,"days before Trelawny appeared , Gamba wrote to Lord Sidney Osborne ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-039b\f07-039b-03.png,"ebriety , or , as Bassius less clearly"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-117u\a01-117u-04.png,fallen from 28.5 to 23.1 per cent. Then
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045k\g06-045k-06.png,"its founder , the aged Dr. Samuel Hahnemann ."
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031d\g06-031d-07.png,knows what may happen ... .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042i\g06-042i-04.png,as homoeopathy had been brought to his notice .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047j\g06-047j-05.png,unorthodox medical men in the cities
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-032a\f07-032a-00.png,By delicate application of odours and richly-distilled
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-053x\a01-053x-01.png,association with organisations black-listed by the
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018g\g06-018g-06.png,yet thought of a fire ... .
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-087e\c03-087e-08.png,pulated his characters .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045b\g06-045b-09.png,Hahnemann .
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007d\c03-007d-03.png,"streets and wet pavements , the school"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-028b\f07-028b-05.png,the banquets of the ancient world was the
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042k\g06-042k-04.png,the new German curative method known as
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-014u\a01-014u-07.png,a report on his talks with Mr. Macmillan
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-113u\a01-113u-00.png,He told them that their conception of social
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031p\g06-031p-06.png,"be a mass of Radicalism , & then God knows what"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-011m\g06-011m-04.png,resource . Vesuvius seems to be tired ; he is going
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-042f\g06-042f-00.png,"Nor is this to be wondered at , for even today , in the 1960s ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-094c\c03-094c-07.png,"ciency and , in the case of Mr. Richards , with"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018o\g06-018o-09.png,thought of a fire ... .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-026a\g07-026a-05.png,the unguarded letters he never suspected
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-031b\g06-031b-07.png,"Commons House upon a dissolution ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-026x\a01-026x-03.png,future . The Northern Rhodesia conference in
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-003d\c03-003d-05.png,"film so vividly to life . In Fanny , which"
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-063a\h07-063a-05.png,"Office at Bracknell , the Admiralty ( who have a research labora-"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-007b\c03-007b-00.png,In A Taste of Honey Mr. Richardson has taken a
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018k\g06-018k-07.png,& I have not yet thought of a fire ... .
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-071a\h07-071a-02.png,relatively few retirements . For the most part therefore
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-107u\a01-107u-06.png,"Mr. Brown retorted : "" The jackals bay"
h:/Desktop_Files/CSE472/Project/Dataset\lines\c03\c03-016b\c03-016b-01.png,realism in the situation . A young girl lives in
h:/Desktop_Files/CSE472/Project/Dataset\lines\h07\h07-025a\h07-025a-09.png,areas .
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-028b\f07-028b-09.png,in the preparation of stimulants for the
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-045h\g06-045h-06.png,"had studied under its founder , the aged"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-047i\g06-047i-02.png,"' more like a God upon earth than a human being ' , had"
h:/Desktop_Files/CSE472/Project/Dataset\lines\f07\f07-092a\f07-092a-02.png,been blind to the charms of turbot and
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-132x\a01-132x-03.png,the financing - which Mr. Powell claimed was
h:/Desktop_Files/CSE472/Project/Dataset\lines\a01\a01-026u\a01-026u-00.png,"MR. IAIN MACLEOD , the Colonial Secretary ,"
h:/Desktop_Files/CSE472/Project/Dataset\lines\g06\g06-018p\g06-018p-07.png,fire ... .
h:/Desktop_Files/CSE472/Project/Dataset\lines\g07\g07-007b\g07-007b-05.png,"the Pilgrim had most treasured , scattered on the floor , -"
